A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label
7.764912840497379,7.646215483418834,6.963694895569926,7.447057750424765,7.568732910926242,7.9062009640452775,9.224426782342112,8.195370225010787,2.0,0.6294034728579776,34.04023627387851
3.084136270061986,0.3229981669710764,-0.7321701447771027,2.1848149102305205,2.5558947894008948,1.1431975341317575,1.1078574386516795,3.024473547968932,1.0,0.7769600989484303,6.1320221217194275
6.340735708656378,7.998671484808271,8.962258082267288,7.611384322512209,5.9180259631986,7.39973977362622,8.764930389006029,7.870148007132537,2.0,0.7189531226474847,33.326470276368845
6.697196066459977,7.473018211894255,6.513604910422713,6.666601946437491,8.844196392762461,8.960409234781402,7.75402950248565,8.521832205708838,2.0,0.6568100506210228,36.31078502837207
5.008675067793048,5.5288330590876384,5.330816466271984,5.264284863812031,4.198839610038577,4.014823427109185,3.131584986978258,5.775606500964007,0.0,0.6983426980213129,22.340054266811162
5.174451659577147,5.167756075116342,6.420255665719055,5.255968326505062,5.494173606243273,4.271035953590964,4.834772472973423,4.389334538633155,0.0,0.7816283235684787,25.393584791657055
5.639473148194122,5.403528029126056,5.337232937410872,5.780693910856689,4.253618954030497,4.543113744033462,5.338200791980826,5.240543624750437,0.0,0.7993006976402351,18.309105577478178
7.167194599214989,7.922393657524718,8.796691179031148,8.525414957925886,9.19900922321855,7.5531691091309225,8.16333365909395,8.12652532957314,2.0,0.6620644664962007,41.38617774431787
8.922649302382368,8.079068189401644,8.148875260760482,8.48115205865123,7.936186296399386,7.979186612743541,7.759440257549014,7.458938329809544,2.0,0.7642580105434699,37.50088199722439
3.582071044064362,5.576741709667866,4.733523015007011,3.6188890100247573,5.748495391460486,5.057199870581057,6.525024547374394,5.676297221168153,0.0,0.7100260133587324,20.384308635525027
5.91055470255901,4.748108316830506,5.80752816657691,3.5815558535297316,5.695740136907336,5.653826367894692,4.001161860461143,6.179679338884451,0.0,0.7964728113724433,14.36442144783542
7.122855675623187,7.864884735736087,8.224179362508657,8.262375523758806,7.714574002816388,7.552406121207976,8.494157392142867,5.761713574325849,2.0,0.6035332499504837,34.19731177900629
4.408920740137897,3.730865743681223,5.461398602855993,2.993786117744602,4.377609371532182,4.810281338634607,6.157835110317995,5.131797783940889,0.0,0.7731451141155359,15.64761175369972
9.508268533468241,7.386887100652529,7.912858727634865,8.209912654645205,7.608624554496836,6.811117594210125,8.348023654374467,8.819265805056501,2.0,0.689134698461463,38.26187350916122
-0.22569021735567496,0.7966108479979359,0.518750863967095,1.9456416294397059,1.4719865463903057,3.5019612359314873,1.434799288932626,2.877904135762266,1.0,0.625782295148456,8.568467440069728
