A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label,Residual
6.0969397306015,9.027754981373223,6.964546373363269,8.23046647505683,7.0973301793361205,8.404694723899143,8.167237276508438,8.660679539380375,2.0,0.6639600159626109,30.602339477490197,-1.1813584899860878
8.3148270198529,8.723120500169841,8.776072489376904,8.649716802811358,7.450505820235787,9.393890508112777,7.478988155283079,8.502741524414962,2.0,0.6819546985373185,34.97151118031972,3.241586029837927
1.857471461409289,3.7531835503892763,0.8136316170680207,2.1774730858864504,0.13127151000142234,1.4178803540183245,1.399086719201584,0.9098332695867943,1.0,0.6420664338486974,1.6514823386921949,6.111606518955668
1.2173575897870776,3.033744911652793,2.8049489846448505,2.4038186669217674,2.4239431300994765,0.9385596585933973,2.8002089489780966,1.000183053141849,1.0,0.7951998269898213,7.613001950855672,-1.368577042449984
1.8696092716406805,0.8302921808484884,1.295469836874121,2.4701915962996446,1.5524234507499841,2.8157184155438433,3.8441713980839136,2.0212788887880517,1.0,0.7116526171569821,3.839854876490599,-1.52103967148709
1.6691334117287147,0.8606079974475132,2.108522413422779,2.8064633584364223,2.205816336307824,1.6213793707981465,1.9479901869056377,3.128997732365028,1.0,0.7979681159828369,9.432936276502327,-4.342133209391022
7.983055792975617,8.792545864964525,8.864157595531546,8.432162581612069,9.306002078347962,8.443304032968882,9.851704728345867,7.937344482660605,2.0,0.7616539394214524,41.80936552202323,-2.6388827798808148
2.047163149116942,1.9421011663279566,1.8150950695518726,0.8611958260369355,2.1640140558966476,0.6395343172273311,0.7724399697826652,2.867332088132147,1.0,0.7461308938793352,0.27388439681674903,4.125769589018565
2.016577649680733,1.0695645549988182,3.2114952540345727,2.2099783907819273,1.6740113874842266,2.360667922521756,1.9004281592408006,1.5632594686038255,1.0,0.6791199542612788,8.958049574491982,0.7778668645592248
5.404822439437078,4.773812183308444,4.121961076485276,6.492257033012647,4.312553634541592,7.082305437600093,4.537114893267282,4.296242241930485,0.0,0.7419763624853468,25.687792934946575,8.000706182915875
8.493899240659331,8.309633819763464,7.425707032839307,7.964624542308911,6.590197774384307,8.625877796994502,8.765047582288378,8.926411991844903,2.0,0.7727436806634861,27.966415615638738,-5.314042609496199
9.561052543051815,7.573270181336512,8.925113873267774,7.431366077751996,7.252855828114079,6.233908720344845,7.072279400827752,8.344222381261051,2.0,0.7755403768885663,31.2118100952305,2.4532628807532877
8.630302724060876,7.470979877177209,8.704592046220874,7.21871575493977,7.834137533766785,7.955252740267156,7.424955214668036,8.921441789178289,2.0,0.7200380336096854,34.694347079914614,2.54196116399977
1.2856815366606704,2.001437456184529,1.2402708951399894,1.9718956051660124,1.57576298891386,-0.32367153946017035,3.6270840373756004,1.640790196309593,1.0,0.786553218110192,16.04237481357248,7.124903779057428
2.4005100675304796,2.4104614795404458,3.589942204653761,0.07710111011857768,3.9013756373057347,2.2917516767675545,-0.8304443438189901,1.1167741617522835,1.0,0.6067845320281993,1.8634669948511595,-5.3364301879942335
2.0308012735831373,2.4069602064208526,1.370467873401044,0.9050679511940152,-0.16748329175653698,2.0214851648661147,2.048896458678201,2.359329594032312,1.0,0.667302641172877,-5.888661429691835,0.12379798661120509
6.802755700007942,4.6083840484759895,4.91751866457859,4.716307353313078,4.8083032417655485,4.138814690502937,3.4995412459198114,3.9908161335733,0.0,0.6247192070144214,23.926567973019388,4.592269680516782
1.8460610773478983,3.120066536657466,3.558826533211942,2.436887805762514,0.42545746819278807,1.3426977209410742,3.220178087360814,2.6154217750995423,1.0,0.7958195792181685,14.731240511164916,-2.159624601037616
5.5424503242726795,4.909884734629772,5.514603288742691,6.723318657558165,3.409062697292118,4.1640341170245065,4.537935869841475,5.396904909322067,0.0,0.719961428095672,23.538676636982157,-2.8861083657388438
3.7665451895674735,6.780716192377092,3.446753222403344,5.804660543314945,7.1022577897036046,4.866344261574185,4.194290861944137,5.635098387267817,0.0,0.6595367575037403,24.837120013650686,-1.5174215173424335
7.4993725691298465,7.452795083512694,6.421483255693371,9.018294429547474,8.282522224460847,6.126284722518543,7.2088134061717755,6.767113791668585,2.0,0.6147468775791761,32.302467948984436,-0.9988014235585755
4.7741028909306245,5.011637938920552,5.150688531293592,4.623436433108433,4.203069597615099,4.894330219298265,4.46607167334237,5.633779591726887,0.0,0.7314587129778072,26.97361618126492,-0.20674992670896836
0.6826295829034408,0.4497968355001709,2.8229865978545234,2.9300763342751637,2.4137508558024297,2.3032245507267914,2.2692199238897284,4.350019209060504,1.0,0.638194213123576,26.46523908176973,7.004766830652567
5.246340492294205,4.800965050105197,5.050900827438842,6.294667905261781,4.6939338447444765,5.284810883257594,6.971295404037843,4.414190378887621,0.0,0.7420321040725831,18.081937886240418,-5.195050271842493
9.005834784328801,8.371888029163664,9.84514638321487,10.159545226235549,8.234874221339712,7.08216587590173,7.646369936567581,8.005508777093482,2.0,0.7683200169562989,38.34435582253484,-2.9705619187791545
1.4945623317818937,1.5957736731559518,1.999739753942486,1.8575757270027882,2.79436142304246,1.2573447415487902,0.9768751083007743,1.9043068792826046,1.0,0.660694019738837,14.090660431405635,-4.356166016157544
3.4455420982339664,1.6132961638936059,2.1895789023019705,2.3986799207958516,3.490727678506521,3.117744525147023,3.451961759457231,1.6768917009171411,1.0,0.6498492200774775,25.1573169773173,3.07269017761434
4.385965438976809,4.877765594544359,4.697195321896343,4.135752101038804,6.7477922726194,5.254343274232708,3.7544916338815613,5.793122318501792,0.0,0.7281087543840135,19.027376896348112,7.1819547091227545
8.017146519798839,7.511342380914511,6.682992322877089,7.91332942991571,7.8733106684340415,6.055617153626751,8.270455709311422,6.4196964006649315,2.0,0.6688275780217194,30.92668092240586,-3.033893565224695
8.207494023527683,6.950067773409122,6.006983147198604,7.863466122068972,6.723151732402984,7.724805076348273,9.19112793915354,8.686494755482029,2.0,0.7239552454742979,32.198000602854826,-6.50811523721634
7.2614572729809534,6.652683892446085,7.338889488284165,6.9734981075138185,8.483244150251465,6.594280044526117,6.076145815478485,8.126637068545373,2.0,0.6649280978681749,35.12580381426015,2.4631924529980482
9.542252163398748,8.349155932931604,8.764963453780709,7.901483150661446,6.611139235505602,7.2521146619000545,7.927255581958544,8.865813984653276,2.0,0.7153824578177778,35.79721962203374,4.620279027884624
3.3144565672051405,2.1209299417265606,1.971513151287644,3.9611532148979762,1.6603659047257815,0.5164640567074723,1.305456474255752,2.7378228245228087,1.0,0.7594645325928593,11.618900516153719,6.457111115986196
7.169713453712875,9.099807772227866,9.351987963844408,6.405111328725452,7.825500130124114,8.699965548225633,6.367258606759116,7.622495012335178,2.0,0.7571534717274719,28.251543184769595,-3.8957911946603754
