A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label
0.6654559364989396,1.4591531394487807,0.6879065927418557,0.3913560688005777,0.44295227044064855,1.7240034658579746,0.4569000069182144,1.5004207924242396,0.0,0.6775305707965297,5.426843727592185
3.0896095160706434,2.4592337136976874,2.0169607822085918,3.64034588241483,0.711472817299921,1.2724124517417876,1.7320049067765435,1.266529431114419,2.0,0.6338865102870817,5.524002004638551
5.317119471771736,5.454559202381924,4.8514927022595,4.92121243720074,5.183711122559317,4.449991937972621,4.052985947086761,3.943198810574673,1.0,0.7082389291352358,19.68928284617657
0.8657254582655385,1.0330330251671969,2.2147896723274134,1.4672613813726776,0.34078584587822447,1.2361870901743441,0.3388634273437158,0.4310190082017997,0.0,0.7846975321367368,12.919581860731524
0.8597318442808882,0.1134393106763657,0.7637471823981932,-0.1322962128664249,2.0961461947656943,2.917908678158157,1.4178490060304,-0.2706536119822771,0.0,0.7506325343017308,8.331962512358785
2.289142871432517,1.9302452118950915,3.1137064890274653,2.2225979454030713,2.6418080667606407,1.4427629547453311,2.423090646114284,1.0938928835716948,2.0,0.746912971018336,10.253907557478598
4.118075243384565,0.5088351894169263,1.0302654729592606,2.282476711283634,1.9509902649607953,4.135425466787087,1.0441150360810283,1.1017202426706554,2.0,0.7757112959447853,7.526407388583178
2.636113991189463,3.2825102663430483,2.5733563998363254,2.9467306806822213,1.8912212954536676,0.4788294227477814,2.6828466404116593,2.560790005040723,2.0,0.7025862756160992,8.564988229829863
3.9254844755559475,1.358744210748045,2.2776434838719393,2.943782285065359,0.25761211922190963,0.7365888456254255,2.05332049013282,3.321224167249394,2.0,0.6272717117826495,7.669802603938309
0.16394913644765696,0.9473373235206346,1.2684752536135586,0.6369126770651135,-0.2676024977687079,0.5182119773316098,-0.7292619529224209,0.40587079125869396,0.0,0.6128799938555857,4.232619620564197
1.8306355453455176,1.798860714216719,2.450175036369062,-0.9674032216582924,-0.5525019466274246,1.2012668624617777,2.6349810669452483,1.7308581913222136,0.0,0.7734236749188228,17.452501385708842
4.877715734909505,5.638692512815897,6.4156900779408375,5.3200733954212005,4.408144952109143,4.890084047894539,4.180763354272565,5.703424877865625,1.0,0.6886083891333512,22.68176149144025
5.916244168403619,7.727175956108557,4.957177969370012,4.11465805971216,6.980707134306163,5.502413117641177,4.71734369774992,5.135498291773931,1.0,0.7475211507812715,23.27310475218474
1.535955793783621,2.222247093830962,2.5695492852568758,2.9189662837667187,1.2509256346020368,3.084844076401086,3.125807740401912,2.435899996687425,2.0,0.698840312896305,10.038590342604008
2.1347861014289884,-0.4557730856189146,0.9366743468073698,1.5474282171429383,2.299634195423258,1.5967236904490605,1.819896888788689,0.27490833524336444,0.0,0.7500594375819283,-1.8206998781105517
