A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label,Residual
6.071768363318857,2.811498785268888,5.080133248074359,6.155897408670307,4.844886239814999,4.828689023277736,6.07494418213475,5.224569671446486,0.0,0.6416574794866248,18.132787971529982,0.8878252959449275
6.306984143980314,5.901547442674229,5.392320475908258,5.535809719271749,5.204445608983946,5.50856087322353,7.29207568448593,5.9203960677450365,0.0,0.6015257635310721,23.015089943803552,0.18287461691831555
9.04579263261997,8.32490197244324,7.851503507650587,8.067919801527792,8.166513693492035,8.351897733904861,6.311941816076015,8.004653032921706,2.0,0.6849752242272633,27.937432370984293,1.2846750130972362
1.2443798167998275,1.9018911970940597,0.5448458011599291,2.577479601098327,0.9894741689627764,2.5855129094785214,2.683585504075711,0.6934501956024279,1.0,0.7283042681445833,4.3487834781769905,0.9200743183649732
7.973148197859207,7.122698450508081,8.118260418244597,8.932379404084525,7.5397590875538505,7.833182935731219,8.85555642860713,7.461886430683194,2.0,0.786160584033784,28.69809920426259,-0.18957968814628398
7.6381497060094405,6.640998129618483,11.175214791730507,8.12663531348902,6.8193756025897105,6.609547543608082,7.812939973848303,8.339077588931788,2.0,0.7808486741439474,27.379940197880302,-0.07612132506426789
7.598958442822437,7.88768795214847,7.636442135826986,7.488275407369651,9.131011964039818,7.7338172127104015,5.6568243554008735,8.10135559549602,2.0,0.7064588079396371,27.638959317670146,0.1581153341613888
8.408098764474731,8.511914598790346,7.012332582408025,8.283864892985825,7.511589613599162,7.460361052763965,10.468977251343468,8.384689896721877,2.0,0.6304830209222532,30.482793416223267,0.14410210575347177
1.9924163595975513,1.2195469497575533,1.7973796467659897,1.7867070511827097,1.1169108756256687,0.9469621716956096,1.6131714755973945,-0.21812248639645881,1.0,0.7281269358328675,4.436614398377782,-0.011348540141331721
1.9963709284076223,2.318660032426216,2.8796268071150823,0.35771729850516976,3.168490773297319,2.8586702466403366,1.6354882325448574,1.4906883933668973,1.0,0.6602631207450843,7.622017350395458,-0.7781915444599912
