A,B,C,D,E,F,G,H,P_A_most_likely,P_A_Noise,Label,Residual
7.558582328599896,7.813883018343643,6.801520732931113,6.502683174047373,9.071345295460887,8.281996509410968,7.645984663687067,6.734905717831537,2.0,0.7675114524616208,29.721304882465375,-0.2904797648123424
7.213427478209985,8.700096830043602,7.663840932267008,9.073662912924187,7.590957765369631,6.840394532252484,9.393086467758183,8.193469909105906,2.0,0.7219627240362831,32.18132180360128,2.3014259217659756
6.855372018704711,4.775454960086371,4.681089190912952,4.949544998786873,5.865465254551389,3.7972462204203827,5.477191550304362,4.1426330541163665,0.0,0.7984467799380853,17.709818417257537,0.040729701374659595
8.690045824233735,8.934931795178054,7.893141169709531,8.269068577881335,7.431520837393064,8.531054054779464,5.424022101977244,9.243038722529176,2.0,0.7074208539296608,26.962354623232958,-0.7379672341185881
5.864673989353801,6.154770970329375,5.405956417307899,5.410483993771579,2.696010272921842,5.381817999311667,6.164802474102975,4.906650436995609,0.0,0.7027101630536969,22.388168919083093,-1.3909341650076985
6.025090746475467,5.818646065063706,7.550528775992864,8.603417206527165,7.00058854607537,7.850259095074052,7.726906682202316,6.310473484448078,2.0,0.6589532072711094,25.535505850076532,0.12635052837640426
7.274860437287077,9.298665595600838,7.395596394385688,6.849845772981473,6.973309195402968,8.57785867870103,8.268111861215145,6.8432633623722445,2.0,0.7862072399739591,30.03810972981612,-2.1975852551788106
8.628112004020602,8.539631398645168,8.167848411212205,8.885784999363864,9.55723870731437,7.175687179408826,7.135347347475955,6.704037266383722,2.0,0.7929360940131547,29.873021687940614,2.312298229935974
4.575961045277999,5.112760575259912,7.245801886084941,5.413048619482899,3.8244478416064642,5.406559444697343,4.951056104215611,6.785284921958274,0.0,0.6207026314070919,21.547599156302706,1.2704846770029914
0.548737957233443,2.548475784041707,2.585405818132546,1.2590465251543157,2.855813486316227,2.8200745962320655,3.5048322635756017,2.847278856003035,1.0,0.6453572779885097,8.252709007992502,-0.2148300461037456
8.312792631987763,8.140462010225473,9.094411342317965,9.664818594018847,7.756978868717796,7.190540790846555,7.688621580035925,7.652426285112887,2.0,0.6905302815635932,31.12036687288445,-3.4799640954833757
7.590121626419677,4.740519328711423,5.244710290712749,4.500004494748974,5.2492345644267635,5.048796243106754,3.4292499653268633,4.483183187442097,0.0,0.755100383124504,19.214110096515366,-1.2206482771075862
9.02949240016911,8.593123848790995,8.323297500269632,7.653979562045215,6.652697630058087,7.898851716512936,8.090931296783904,9.488193669966977,2.0,0.6624091498266605,31.955577334118725,-2.7698163881489326
8.878260321209872,6.919660341450512,7.949265173321789,6.540557938739957,8.834744003657146,6.815695578597598,8.113404872822802,8.856916162430524,2.0,0.7177883975729445,31.28247308863645,-2.0129547222529918
4.074106140900367,4.000408667159066,5.07826817851396,5.371021573326563,4.585350895760782,4.821367295496935,3.7801630071290173,3.631296168629272,0.0,0.7774982471349027,16.24431084712188,-0.07360145854750233
4.349772670060594,6.2775253839932885,5.755406216007245,4.421147659892457,5.013299231126927,2.4995559089798394,4.9055923508772175,4.746883087189371,0.0,0.6454327973615567,19.847849163400156,-0.7754203425136136
4.425605479077475,5.164104677354895,5.815010671066218,4.6930386453839255,4.19764124554293,4.6923870052108425,5.834982548945304,4.903187862925835,0.0,0.6032376901608937,21.29989890981435,0.10864457471629212
7.260426239167937,8.140174139300198,8.016460261542147,8.70719146922664,7.302274960368489,8.504936611561373,7.7712974420146566,6.765743431060805,2.0,0.6099561051371994,27.125560745986803,2.2304885068542593
2.733848601402864,3.188551389169641,1.1141939756141925,2.5170871733543665,2.981000241942999,2.1859472285622528,1.0759182612073488,1.515157930985918,1.0,0.6550420343006284,6.149188426270401,-0.0718839673437355
7.862992705733286,7.971739737440067,9.193457236221537,8.807612003862983,8.228458857364645,7.063951074257302,7.385099894337888,6.558503249898875,2.0,0.7085609217174529,28.251922241934178,-4.5806995841823275
9.141352255080337,6.66062633932569,8.146172594263517,6.17213184362984,6.807561098333598,7.554253776870534,9.093232291869656,7.661037534743167,2.0,0.6368286354701819,33.287143981012306,-3.002965723276752
8.034434338905742,8.773591517950116,8.10366461533812,8.43731274265399,8.850628375935376,8.925327699052371,8.633020525515196,8.193922711351252,2.0,0.7729875887570827,29.54402728018768,-0.7233419224668259
8.111281945327729,7.157495013040283,7.7053975246732636,8.33089069556973,8.578794751709696,8.337900876987542,8.582576750864375,7.371569844078074,2.0,0.6099429689575776,29.296722831492065,1.6088867862237428
3.828374997047857,6.0922502280477495,5.527269007559693,4.360328708039649,3.617936324410713,6.014289783857408,5.389530013463625,6.233563995689476,0.0,0.6977657404486032,21.754592802720495,1.676144825730735
2.4701224012864413,1.7213131404151634,2.7481131890285226,0.43768277083713736,1.8621938102254374,1.9258855845702514,1.9613847058348266,1.3072786304240545,1.0,0.696154595092708,5.141872996999169,-0.41565853418829846
9.836743682671003,6.916935194795558,6.043596676283859,8.6739056144389,8.78947791111492,7.929995835683039,8.301508630670991,9.214970002796957,2.0,0.6332967257126667,26.184670378311303,-4.918679788099792
7.731087891813315,8.23188805632843,8.788241590721178,8.362592876408135,9.220400930440599,7.129473233846475,7.956169054403233,7.55053618856971,2.0,0.7868617250185329,31.325511863070176,1.9362352962362643
7.907227487684152,9.96846344869575,7.435987957786201,8.610435850613337,4.73657999546122,6.8417475340373155,7.8651771270289075,7.564895860872168,2.0,0.7391874037549286,27.30091326543453,4.180273670128932
7.6497391121492795,7.19445799573487,7.120093646177803,8.782670982157745,9.162836447288697,8.389545147759623,7.993882885379878,8.178491374910353,2.0,0.7621063029191079,29.25515696561832,-2.04382543949404
6.696086996765155,8.549964612548862,9.140690448899917,7.897782652254763,7.830030252008969,5.79604056669063,8.061519355261273,6.876797990165939,2.0,0.621433965862968,28.9105508956948,3.8870114756541128
0.8478423579766388,3.379807151576271,2.4698338971060787,3.2135648512297394,2.7123271335464443,1.5992150657869755,2.6981896719072713,1.8835902262713025,1.0,0.621408078699638,14.613702498532477,0.5232171361073812
3.795405524914818,3.9682061305655676,4.614901088298386,4.8472176843620725,5.936175704656742,4.97327495875543,4.353829264701551,4.608760203565959,0.0,0.7615334396205506,17.991600297091043,0.3575122341087837
7.605335936490969,8.569320102723148,7.952373084610366,8.744283464971698,6.195063486247953,9.182285665878757,8.958011883548359,8.005695688942371,2.0,0.6255524660711872,33.555082947076116,-1.616418273414172
6.903974285180976,6.981641381641879,7.496462234229133,8.049607545744378,7.271386072985406,8.516537192856175,7.009431409916947,6.834966108580788,2.0,0.679141396510743,26.47864173834305,-0.7804881902135989
4.921387577526717,5.33639653026549,4.002071410980035,5.8264168143386055,5.668001591818563,5.594377236712943,3.974608671507927,4.672768336724327,0.0,0.6346743752415134,16.171361160335035,1.933268433193071
6.6304139773752,8.459136768437912,8.644305150443806,6.6714036624553135,8.439698004216321,7.996708421064309,8.467823851692183,7.271017185787681,2.0,0.6102752409934956,28.440685805360403,4.551230116791342
7.726396702707962,7.33335842155941,7.305041573867889,7.288794882726202,8.265799293131417,7.713075503914533,9.597383059349394,7.131336732027975,2.0,0.6146892239317822,31.200625671766396,1.688930079810269
4.170487934411988,6.728110502919572,3.8159525540825996,5.996562186244255,5.469324407233421,3.9364053963821006,6.603962320773628,4.827239473018979,0.0,0.707585561891827,21.444020385800307,-0.01352086960752826
8.981522318188459,7.466889173202791,6.812729699589081,7.400321351175239,6.314303458397,6.633515366558184,7.861019849499327,6.620919058272341,2.0,0.7635654004550431,17.91467101554343,-2.960547359757885
8.33453335205582,9.339222303102568,8.036013634764132,8.12701901078993,7.829489594674742,7.483219055761423,7.215378616550819,8.625459789065962,2.0,0.6255144682827326,32.853575192398424,0.941952064062625
5.256297250369891,5.003548391929152,5.329134997356925,4.195110587053221,6.3863009831658575,4.25046944120397,4.801572096828977,4.61903325346491,0.0,0.7571385272851013,18.644591575518998,0.07836790940986725
-0.26314138378105234,1.2159422647034526,1.6967242300185807,1.9066715952866513,1.106852373622763,3.5985418333892114,1.8057340004950437,2.8225122771431694,1.0,0.7781611700341894,6.120430811012499,0.09898250460993381
2.125188353180386,1.724324964563393,2.2954950629809168,2.4293063847577536,0.18464128852224415,1.6817137279183096,3.009217331427183,2.445661064146887,1.0,0.641912470551827,6.531118979226046,0.9032049622659235
5.304657227869011,4.46389742298579,6.422890329202059,4.098625279706383,3.4048858862891427,6.474459979551847,4.301650498307241,3.803149856554451,0.0,0.7326852351694875,18.10099841950312,0.0421259039313041
8.07292768019788,8.313916489638924,8.255092640755839,8.555968902188114,7.701003976678324,7.6559022966821955,7.705119958796938,7.886939454798513,2.0,0.6892363586996771,32.270875881733524,0.540017395323501
2.214735371330011,1.762483116106794,1.9138801047831655,1.562024104713117,3.231690193401186,2.38531109374281,3.352356453249448,1.2656113306217898,1.0,0.6327533046569486,3.0852936614886124,0.8203546549175215
2.5310394962339684,1.6584345526054038,2.8528474958557193,0.4651895396780128,3.1194725358180295,2.649163223235926,0.8046643151566524,2.7668737463326067,1.0,0.6994825337542753,10.304306341641272,0.1633017766978463
8.803837444938537,8.646832676873228,8.023484133284093,10.892301825862633,8.446729920733711,10.335973442326374,10.30596832717205,8.660419213164788,2.0,0.7997280750652793,36.103860706472325,2.0671411779222284
